TIMESTAMP,IRT5012B2xx24,TDR5012B20624,TDR5012B21824,TDR5012B23024,Ta_2m_Avg,RH_2m_Avg,WndAveSpd_3m,WndAveDir_3m,PresAvg_1pnt5m,Solar_2m_Avg,Rain_1m_Tot,TaMax_2m,TaMin_2m,RHMax_2m,RHMin_2m,swsi,et,cwsi
2024-07-03 22:00:00,14.168575,25.733335,22.01667,18.583335,15.207833333333332,92.12333333333332,1.29385,125.88833333333334,912.3540233333332,0.0,0.0,15.349,15.049166666666668,92.30166666666668,91.935,0.0,,
2024-07-03 23:00:00,14.088,26.1,22.283335000000005,18.608335,15.178333333333336,89.385,0.7808666666666666,113.70398333333334,912.4328533333334,0.0,0.0,15.3215,15.029833333333332,89.57333333333332,89.19,0.0,,
2024-07-04 00:00:00,13.256175,26.274999999999995,22.491665,18.66667,14.329166666666667,95.615,1.0727,163.1287,914.4026466666668,0.0,0.0,14.468,14.176333333333334,95.77333333333333,95.445,0.0,5.028631385578549,
2024-07-04 01:00:00,14.214185,26.341665000000003,22.683335,18.691665,14.916166666666667,94.03,2.1634,62.66065,916.1738683333332,0.0,0.0,15.056666666666668,14.763,94.195,93.84333333333332,0.0,,
2024-07-04 02:00:00,13.858,26.399999999999995,22.841665000000003,18.7,14.381,94.22333333333331,1.637133333333333,292.67356666666666,916.38776,0.0,0.0,14.5245,14.2295,94.39166666666668,94.065,0.0,,
2024-07-04 03:00:00,13.51462,26.441665,22.975,18.7,14.115,96.615,0.6964666666666666,265.4855,916.936515,0.0,0.0,14.264166666666666,13.961,96.75333333333332,96.46166666666666,0.0,,
2024-07-04 04:00:00,13.45742,26.50833,23.075,18.716665,13.9265,97.24833333333332,1.3769333333333331,190.6433333333333,916.3191133333332,0.0,0.0,14.075833333333332,13.778833333333331,97.38833333333334,97.08166666666666,0.0,,
2024-07-04 05:00:00,13.591035,26.525,23.191665,18.725,14.182333333333332,96.11666666666666,1.1693166666666668,241.67166666666665,916.628755,0.0,0.0,14.323833333333331,14.032333333333334,96.27833333333334,95.94666666666669,0.0,,
2024-07-04 06:00:00,13.288485,26.583335,23.233335,18.733335,14.125333333333334,96.32833333333332,1.8968833333333333,287.92833333333334,917.9630716666668,2.6843166666666667,0.0,14.267666666666663,13.971166666666669,96.46666666666668,96.16,0.0,,
2024-07-04 07:00:00,14.001485,26.600000000000005,23.3,18.725,14.7785,93.28166666666668,1.6216833333333334,291.3316666666667,918.652825,72.3225,0.0,14.924333333333331,14.622333333333334,93.445,93.09333333333332,0.0,,
2024-07-04 08:00:00,15.32448,26.600000000000005,23.36667,18.73333,16.408,83.30516666666668,2.3693166666666667,314.5516666666666,918.84174,296.3568333333333,0.0,16.562333333333335,16.247333333333334,83.85133333333333,82.759,0.0,,
2024-07-04 09:00:00,18.283075,26.600000000000005,23.391665,18.758335,18.204166666666666,66.98716666666667,3.2196,332.21500000000003,919.216975,493.6633333333333,0.0,18.349833333333333,18.04883333333333,67.96133333333333,65.95266666666666,0.0,,
