TIMESTAMP,IRT5020A3xx24,Ta_2m_Avg,RH_2m_Avg,WndAveSpd_3m,WndAveDir_3m,PresAvg_1pnt5m,Solar_2m_Avg,Rain_1m_Tot,TaMax_2m,TaMin_2m,RHMax_2m,RHMin_2m,cwsi,et
2024-07-03 11:00:00,26.32279,27.316333333333333,45.62933333333333,2.70025,191.70166666666668,916.065855,780.4966666666667,0.0,27.464166666666664,27.147666666666662,46.89233333333333,44.526,,
2024-07-03 12:00:00,26.89722,28.75733333333333,40.498666666666665,3.3658,173.45833333333334,915.4957966666666,869.7666666666667,0.0,28.9205,28.588166666666663,41.605,39.441833333333335,0.7082738843701504,
2024-07-03 13:00:00,27.758515,29.107166666666668,42.2805,3.67055,175.1,914.94562,911.1,0.0,29.275666666666663,28.93,43.379,41.3135,0.2709023633267753,
2024-07-03 14:00:00,28.33599,29.5905,41.748000000000005,4.43235,161.67000000000002,914.060455,891.4,0.0,29.761000000000003,29.41783333333333,42.66616666666666,40.882,0.465127942687547,
2024-07-03 15:00:00,28.52585,29.57016666666667,42.549166666666665,5.4014,160.55666666666667,912.8677916666668,830.3383333333334,0.0,29.730166666666666,29.398333333333333,43.277166666666666,41.88633333333333,0.6106639133554753,
2024-07-03 16:00:00,28.62319,29.367166666666662,48.277,5.045683333333333,157.18166666666667,912.3625133333334,689.2366666666666,0.0,29.53783333333333,29.18616666666667,48.88066666666667,47.69683333333333,0.2977648244185765,
2024-07-03 17:00:00,27.760305,27.83033333333333,57.6155,4.430183333333333,159.11666666666667,911.6560983333331,272.2766666666667,0.0,27.997166666666665,27.657,58.1695,57.12733333333333,,
2024-07-03 18:00:00,18.93473,15.4305,93.0,3.6422666666666665,126.91438333333332,914.29143,1.4338166666666663,0.0,15.635666666666667,15.22,93.656,92.39466666666668,,
2024-07-03 19:00:00,14.39158,14.409,97.70666666666666,3.085633333333333,126.74833333333332,914.3549666666668,0.0,0.0,14.551166666666669,14.257333333333332,97.84666666666666,97.55833333333334,,
2024-07-03 20:00:00,14.396295,15.131333333333334,94.09666666666666,2.644433333333333,135.27366666666666,911.9402366666668,12.615666666666668,0.0,15.2715,14.982,94.28833333333334,93.88333333333334,,
2024-07-03 21:00:00,14.751275,15.411,93.11,1.00635,127.01516666666666,912.4521433333332,9.44945,0.0,15.551666666666668,15.2555,93.28,92.92666666666668,,
2024-07-03 22:00:00,14.153825,15.207833333333332,92.12333333333332,1.29385,125.88833333333334,912.3540233333332,0.0,0.0,15.349,15.049166666666668,92.30166666666668,91.935,,
2024-07-03 23:00:00,14.046135,15.178333333333336,89.385,0.7808666666666666,113.70398333333334,912.4328533333334,0.0,0.0,15.3215,15.029833333333332,89.57333333333332,89.19,,
2024-07-04 00:00:00,13.23283,14.329166666666667,95.615,1.0727,163.1287,914.4026466666668,0.0,0.0,14.468,14.176333333333334,95.77333333333333,95.445,,5.028631385578549
2024-07-04 01:00:00,14.13832,14.916166666666667,94.03,2.1634,62.66065,916.1738683333332,0.0,0.0,15.056666666666668,14.763,94.195,93.84333333333332,,
2024-07-04 02:00:00,13.739415,14.381,94.22333333333331,1.637133333333333,292.67356666666666,916.38776,0.0,0.0,14.5245,14.2295,94.39166666666668,94.065,,
2024-07-04 03:00:00,13.39069,14.115,96.615,0.6964666666666666,265.4855,916.936515,0.0,0.0,14.264166666666666,13.961,96.75333333333332,96.46166666666666,,
2024-07-04 04:00:00,13.41852,13.9265,97.24833333333332,1.3769333333333331,190.6433333333333,916.3191133333332,0.0,0.0,14.075833333333332,13.778833333333331,97.38833333333334,97.08166666666666,,
2024-07-04 05:00:00,13.555599999999998,14.182333333333332,96.11666666666666,1.1693166666666668,241.67166666666665,916.628755,0.0,0.0,14.323833333333331,14.032333333333334,96.27833333333334,95.94666666666669,,
2024-07-04 06:00:00,13.21801,14.125333333333334,96.32833333333332,1.8968833333333333,287.92833333333334,917.9630716666668,2.6843166666666667,0.0,14.267666666666663,13.971166666666669,96.46666666666668,96.16,,
