TIMESTAMP,IRT5023A1xx24,TDR5023A10624,TDR5023A11824,TDR5023A13024,TDR5023A14224,DEN5023A1xx24,Ta_2m_Avg,RH_2m_Avg,WndAveSpd_3m,WndAveDir_3m,PresAvg_1pnt5m,Solar_2m_Avg,Rain_1m_Tot,TaMax_2m,TaMin_2m,RHMax_2m,RHMin_2m,cwsi,swsi,et
2024-07-10 08:00:00,18.068695,24.475,20.066665,24.683335,24.14167,3819.97,20.53683333333333,70.91533333333334,0.9313833333333332,212.4116666666667,917.89995,292.955,0.0,20.67866666666667,20.387166666666666,71.70133333333334,70.17949999999999,,0.0,
2024-07-10 09:00:00,22.40894,24.458335,20.1,24.7,24.15,3820.4685,23.6505,56.589000000000006,0.8865333333333333,278.82375,918.1024533333332,471.68,0.0,23.794500000000003,23.49083333333333,57.653,55.50783333333333,,0.0,
2024-07-10 10:00:00,24.94433,24.41667,20.1,24.675,24.166665,3820.6855,25.060333333333336,52.86933333333333,1.2643,260.46396666666664,918.2234566666666,636.35,0.0,25.2135,24.90483333333333,54.03433333333333,51.754333333333335,,0.0,
2024-07-10 11:00:00,26.2905,24.366665,20.041665,24.625,24.116665,3820.64,26.985666666666667,51.58316666666666,2.0047333333333333,162.47131666666667,918.2586333333333,768.5633333333334,0.0,27.1455,26.8245,53.058,50.3455,,0.0,
2024-07-10 12:00:00,27.803815,24.316665,20.1,24.5,24.125,3819.844,29.445,45.021166666666666,2.1032333333333333,44.41566666666667,918.2115416666668,860.8,0.0,29.604,29.27833333333333,46.459500000000006,43.724,,0.0,
2024-07-10 13:00:00,28.163715,24.20833,20.083335,24.38333,24.1,3750.0405,30.461666666666662,40.627500000000005,2.11455,48.69623333333333,918.0770933333332,896.1133333333333,0.0,30.618166666666664,30.2955,41.9335,39.38966666666667,0.2685307115280133,0.0,
2024-07-10 14:00:00,28.1889,24.066665,20.008335,24.216665,24.075,3672.731,30.41483333333333,36.61300000000001,2.01605,56.67208333333333,917.8104583333334,606.1266666666667,0.0,30.6065,30.210833333333333,37.96583333333333,35.37133333333334,0.8146531678744469,0.0,
2024-07-10 15:00:00,26.743185,23.975,20.016665,23.999995,24.05,3663.119,30.2765,38.53416666666667,2.0223,49.884,917.6799433333332,614.745,0.0,30.46633333333333,30.073,39.67550000000001,37.39416666666667,1.829792661720212,0.0,
2024-07-10 16:00:00,27.854875,23.9,20.05,23.916665,24.0,3666.851,30.230166666666666,36.79683333333333,2.325416666666667,50.781216666666666,917.44148,475.8033333333333,0.0,30.41483333333333,30.03216666666667,37.962,35.693666666666665,1.9945238329433523,0.0,
2024-07-10 17:00:00,27.52793,23.858335,19.95833,23.816665,24.016665,3682.9495,30.630666666666663,35.15566666666667,2.0586666666666664,52.48033333333333,917.2750466666668,562.6650000000001,0.0,30.799,30.471,36.379333333333335,34.020833333333336,1.809308962498148,0.0,
2024-07-10 18:00:00,26.251905,24.05833,19.991665,23.791665,24.0,3710.423,30.075,38.189166666666665,2.2363833333333334,47.756166666666665,917.169045,396.4716666666666,0.0,30.2265,29.916666666666668,39.09366666666666,37.2565,,0.0,
2024-07-10 19:00:00,26.43867,24.46666,20.016665,23.78333,23.983335,3748.904,29.0045,41.934,1.5653666666666666,57.54333333333333,917.2142833333334,215.41666666666663,0.0,29.152833333333334,28.843,42.56016666666667,41.34066666666667,,0.0,
2024-07-10 20:00:00,23.45583,24.70833,20.016665,23.8,23.98333,3768.8685,26.919,49.70616666666667,0.44475,62.13699999999999,917.4603316666668,63.373333333333335,0.0,27.06433333333333,26.76683333333333,50.21483333333333,49.18266666666667,,0.0,
2024-07-10 21:00:00,19.67352,24.758335,20.025,23.8,24.0,3783.38,22.53033333333333,64.57233333333333,0.1207333333333333,77.21166666666666,917.7939166666667,0.6495666666666666,0.0,22.6785,22.367166666666662,64.99416666666667,64.17816666666667,,0.0,
2024-07-10 22:00:00,17.549425,24.791665,20.016665,23.833335,23.991665,3793.511,21.8475,68.7105,0.3493333333333333,92.88216666666668,918.282815,0.0,0.0,22.002666666666663,21.697166666666664,68.8775,68.54516666666667,,0.0,
2024-07-10 23:00:00,17.878465,24.8,20.008335,23.816665,23.991665,3793.7125,21.5535,70.903,0.8165,105.95216666666668,918.824565,0.0,0.0,21.69533333333333,21.419500000000003,71.06316666666666,70.75133333333333,,0.0,
2024-07-11 00:00:00,17.741955,24.8,20.016665,23.833335,23.975,3793.775,20.3435,78.132,0.7242666666666667,77.64433333333334,919.0009416666668,0.0,0.0,20.4905,20.18283333333333,78.31466666666667,77.95766666666667,,0.0,5.253989392582065
2024-07-11 01:00:00,16.874555,24.81667,20.008335,23.891665,23.98333,3793.775,18.83933333333333,85.90833333333333,0.4950833333333333,54.957166666666666,918.8418066666668,0.0,0.0,18.984,18.686,86.11,85.705,,0.0,
2024-07-11 02:00:00,15.807075,24.825000000000003,19.991665,23.9,23.991665,3793.775,16.697166666666668,94.045,0.3714666666666666,122.78596666666668,918.6610266666668,0.0,0.0,16.8355,16.544666666666664,94.25833333333334,93.80166666666668,,0.0,
2024-07-11 03:00:00,14.5498,24.8,20.025,23.9,23.941665,3793.775,15.559166666666666,96.75333333333332,0.7016666666666667,220.1653333333333,918.51239,0.0,0.0,15.702666666666666,15.401666666666667,96.96333333333334,96.52666666666669,,0.0,
2024-07-11 04:00:00,14.020285,24.8,19.991665,23.9,23.991665,3793.775,14.323666666666666,98.17,0.5184833333333334,179.08166666666665,918.4555766666668,0.0,0.0,14.471166666666669,14.175,98.33666666666666,98.00833333333334,,0.0,
2024-07-11 05:00:00,13.07321,24.81667,19.950000000000003,23.9,23.958335,3793.775,13.782,99.13666666666668,0.5312,137.065,918.2904616666668,0.0,0.0,13.936833333333334,13.613333333333332,99.28666666666666,98.965,,0.0,
2024-07-11 06:00:00,13.97061,24.8,20.04167,23.9,23.958335,3793.775,15.112666666666666,99.61666666666666,0.3799166666666666,153.73333333333332,918.7806533333334,3.2197166666666663,0.0,15.251833333333334,14.949833333333334,99.77333333333333,99.46166666666666,,0.0,
2024-07-11 07:00:00,15.91717,24.8,20.008335,23.9,23.941665,3793.775,16.228333333333335,99.74833333333332,0.2743166666666666,55.841883333333335,918.9350266666668,55.92433333333334,0.0,16.375833333333333,16.075166666666668,99.87,99.585,,0.0,
2024-07-11 08:00:00,17.64818,24.8,20.0,23.924995000000003,23.950000000000003,3793.775,17.456666666666667,99.705,0.7759833333333332,59.46508333333333,919.0609433333334,215.18166666666667,0.0,17.59416666666667,17.29733333333333,99.855,99.54333333333332,,0.0,
2024-07-11 09:00:00,19.31207,24.76666,20.0,23.98333,23.93333,3793.899,21.41033333333333,83.61566666666666,1.5326166666666663,67.05616666666667,918.9377733333332,449.1316666666667,0.0,21.57433333333333,21.254666666666665,84.42383333333333,82.7855,,0.0,
2024-07-11 10:00:00,24.660325,24.7,20.141665,23.9,23.933335,3794.3985,25.694000000000003,59.434333333333335,1.68525,103.409,918.4980266666666,613.7466666666667,0.0,25.840666666666667,25.5425,60.249833333333335,58.584500000000006,,0.0,
2024-07-11 11:00:00,26.37066,24.691665,20.008335,23.90833,23.9,3794.5405,27.830666666666666,53.913,1.6772,106.97766666666666,918.1900116666668,751.535,0.0,27.9845,27.6585,55.21383333333333,52.69116666666666,,0.0,
2024-07-11 12:00:00,27.466125,24.625,19.975,23.85,23.90833,3795.105,29.4285,48.79,1.96265,108.88633333333334,917.895995,843.6166666666667,0.0,29.601666666666667,29.249166666666667,50.16483333333333,47.38666666666666,0.0765345342545758,0.0,
2024-07-11 13:00:00,28.18661,24.566665,20.0,23.8,23.90833,3795.6585,30.561666666666667,40.85266666666666,2.67925,146.45666666666665,917.5724416666668,879.6666666666666,0.0,30.72,30.3895,41.776833333333336,40.0495,0.7048859850536563,0.0,
2024-07-11 14:00:00,28.53529,24.5,19.95,23.675,23.9,3799.1355,31.181500000000003,39.30783333333333,2.7162833333333336,148.73,917.1988083333332,865.5416666666666,0.0,31.340666666666667,31.00633333333333,40.20766666666667,38.4905,0.959298830813452,0.0,
2024-07-11 15:00:00,28.68379,24.416665,19.95833,23.591665,23.891665,3784.3,31.408,39.9795,3.8701,162.35333333333335,916.8755666666668,803.9966666666667,0.0,31.570666666666668,31.24233333333333,40.6815,39.333333333333336,,0.0,
2024-07-11 16:00:00,29.0235,24.35,19.925,23.541665,23.891665,3764.618,31.116,40.6705,4.244916666666667,167.48999999999998,916.59716,699.52,0.0,31.281,30.938666666666663,41.276,40.12016666666667,,0.0,
2024-07-11 17:00:00,28.753655,24.325000000000003,19.933335,23.40833,23.85,3761.545,30.970333333333333,38.94733333333333,3.9376,165.145,916.258475,547.605,0.0,31.125666666666667,30.806500000000003,39.54066666666667,38.418,,0.0,
2024-07-11 18:00:00,27.863475,24.3,19.95,23.4,23.85,3760.664,30.360833333333336,39.88433333333333,3.3911666666666664,154.8383333333333,915.9582516666668,365.5,0.0,30.514,30.2015,40.35116666666667,39.4435,,0.0,
