TIMESTAMP,IRT5006B1xx24,TDR5006B10624,TDR5006B11824,TDR5006B13024,TDR5006B14224,DEN5006B1xx24,Ta_2m_Avg,RH_2m_Avg,WndAveSpd_3m,WndAveDir_3m,PresAvg_1pnt5m,Solar_2m_Avg,Rain_1m_Tot,TaMax_2m,TaMin_2m,RHMax_2m,RHMin_2m,cwsi,swsi,eto,etc,kc
2024-07-03 11:00:00,26.36565,20.3,15.0,15.883335,19.008335,1843.7685,27.316333333333333,45.62933333333333,2.70025,191.70166666666668,916.065855,780.4966666666667,0.0,27.464166666666664,27.147666666666662,46.89233333333333,44.526,,0.4308190809190811,,,
2024-07-03 12:00:00,27.368465,20.291665,14.958335,15.741665,18.90833,1776.8639999999998,28.75733333333333,40.498666666666665,3.3658,173.45833333333334,915.4957966666666,869.7666666666667,0.0,28.9205,28.588166666666663,41.605,39.441833333333335,0.2636061329969268,0.4395605894105897,,,
2024-07-03 13:00:00,28.407685,20.241665,14.916665,15.616665,18.891665,1724.9105,29.107166666666668,42.2805,3.67055,175.1,914.94562,911.1,0.0,29.275666666666663,28.93,43.379,41.3135,,0.4465536463536463,,,
2024-07-03 14:00:00,29.1082,20.183335,14.875,15.525,18.833335,1684.0289999999998,29.5905,41.748000000000005,4.43235,161.67000000000002,914.060455,891.4,0.0,29.761000000000003,29.41783333333333,42.66616666666666,40.882,,0.4540458541458541,,,
2024-07-03 15:00:00,29.10354,20.2,14.841665,15.366665,18.8,1630.908,29.57016666666667,42.549166666666665,5.4014,160.55666666666667,912.8677916666668,830.3383333333334,0.0,29.730166666666666,29.398333333333333,43.277166666666666,41.88633333333333,,0.4602898101898103,,,
2024-07-03 16:00:00,29.132275000000003,20.2,14.800000000000002,15.225,18.8,1619.1495000000002,29.367166666666662,48.277,5.045683333333333,157.18166666666667,912.3625133333334,689.2366666666666,0.0,29.53783333333333,29.18616666666667,48.88066666666667,47.69683333333333,,0.4657842157842157,,,
2024-07-03 17:00:00,28.51454,20.175,14.800000000000002,15.075,18.75,1645.049,27.83033333333333,57.6155,4.430183333333333,159.11666666666667,911.6560983333331,272.2766666666667,0.0,27.997166666666665,27.657,58.1695,57.12733333333333,,0.4725274725274727,,,
2024-07-03 18:00:00,19.51105,20.849995000000003,14.808335,15.0,18.758335,1766.4525,15.4305,93.0,3.6422666666666665,126.91438333333332,914.29143,1.4338166666666663,0.0,15.635666666666667,15.22,93.656,92.39466666666668,,0.4540460039960037,,,
2024-07-03 19:00:00,14.432065,26.950000000000003,14.800000000000002,15.033335,18.825,1825.7445,14.409,97.70666666666666,3.085633333333333,126.74833333333332,914.3549666666668,0.0,0.0,14.551166666666669,14.257333333333332,97.84666666666666,97.55833333333334,,0.2684814685314684,,,
2024-07-03 20:00:00,14.49907,30.016665,14.81667,15.066665,18.916665,1890.358,15.131333333333334,94.09666666666666,2.644433333333333,135.27366666666666,911.9402366666668,12.615666666666668,0.0,15.2715,14.982,94.28833333333334,93.88333333333334,,0.1723277222777224,,,
2024-07-03 21:00:00,15.0497,30.116665,14.841665,15.1,19.05833,1902.985,15.411,93.11,1.00635,127.01516666666666,912.4521433333332,9.44945,0.0,15.551666666666668,15.2555,93.28,92.92666666666668,,0.163336863136863,,,
2024-07-03 22:00:00,14.546775000000002,29.866665,14.841665,15.166665,19.016665,1902.985,15.207833333333332,92.12333333333332,1.29385,125.88833333333334,912.3540233333332,0.0,0.0,15.349,15.049166666666668,92.30166666666668,91.935,,0.1700801198801196,,,
2024-07-03 23:00:00,14.45829,29.63333,14.84167,15.125,19.158335,1902.9875,15.178333333333336,89.385,0.7808666666666666,113.70398333333334,912.4328533333334,0.0,0.0,15.3215,15.029833333333332,89.57333333333332,89.19,,0.1740758741258737,,,
2024-07-04 00:00:00,13.84714,29.416665,14.85,15.199999999999998,19.15833,1903.431,14.329166666666667,95.615,1.0727,163.1287,914.4026466666668,0.0,0.0,14.468,14.176333333333334,95.77333333333333,95.445,,0.178072077922078,5.028631385578549,6.034357662694259,1.2
2024-07-04 01:00:00,14.42765,29.3,14.866665,15.225,19.225,1904.1955,14.916166666666667,94.03,2.1634,62.66065,916.1738683333332,0.0,0.0,15.056666666666668,14.763,94.195,93.84333333333332,,0.1783217282717284,,,
