plot,crop,irrigation,et_avg,swsi,cwsi
5006,corn,0.6651837718947974,5.48005935054635,0.4728603396603397,0.6472388010772842
5010,corn,0.6212238579519542,5.48005935054635,0.4165834165834166,0.6264474178752553
5023,corn,0.4758496967334124,5.48005935054635,0.1118879120879118,1.0
2006,soybean,0.7021139034142034,5.251723544273585,0.9694412730127016,
2015,soybean,0.6478707988582543,4.100071081414607,0.552197852147852,
2023,soybean,0.5085181126504349,4.100071081414607,0.3426572927072924,
