TIMESTAMP,IRT5006B1xx24,TDR5006B10624,TDR5006B11824,TDR5006B13024,TDR5006B14224,DEN5006B1xx24,Ta_2m_Avg,RH_2m_Avg,WndAveSpd_3m,WndAveDir_3m,PresAvg_1pnt5m,Solar_2m_Avg,Rain_1m_Tot,TaMax_2m,TaMin_2m,RHMax_2m,RHMin_2m,cwsi,swsi,eto,etc,kc,recommendation
2024-07-03 11:00:00,26.36565,20.3,15.0,15.883335,19.008335,1843.7685,27.316333333333333,45.62933333333333,2.70025,191.70166666666668,916.065855,780.4966666666667,0.0,27.464166666666664,27.147666666666662,46.89233333333333,44.526,,0.4891774225774228,,,,0.5877061586404843
2024-07-03 12:00:00,27.368465,20.291665,14.958335,15.741665,18.90833,1776.8639999999998,28.75733333333333,40.498666666666665,3.3658,173.45833333333334,915.4957966666666,869.7666666666667,0.0,28.9205,28.588166666666663,41.605,39.441833333333335,,0.4968365634365637,,,,0.5962223123066615
2024-07-03 13:00:00,28.407685,20.241665,14.916665,15.616665,18.891665,1724.9105,29.107166666666668,42.2805,3.67055,175.1,914.94562,911.1,0.0,29.275666666666663,28.93,43.379,41.3135,,0.5054947052947054,,,,0.6061361338097857
2024-07-03 14:00:00,29.1082,20.183335,14.875,15.525,18.833335,1684.029,29.5905,41.748000000000005,4.43235,161.67000000000002,914.060455,891.4,0.0,29.761000000000003,29.41783333333333,42.66616666666666,40.882,,0.5131534465534469,,,,0.6142922102530887
2024-07-03 15:00:00,29.10354,20.2,14.841665,15.366665,18.8,1630.908,29.57016666666667,42.549166666666665,5.4014,160.55666666666667,912.8677916666668,830.3383333333334,0.0,29.730166666666666,29.398333333333333,43.277166666666666,41.88633333333333,,0.5201466533466534,,,,0.6213866204809978
2024-07-03 16:00:00,29.132275,20.2,14.8,15.225,18.8,1619.1495,29.367166666666662,48.277,5.045683333333333,157.18166666666667,912.3625133333334,689.2366666666666,0.0,29.53783333333333,29.18616666666667,48.88066666666667,47.69683333333333,,0.5274725274725276,,,,0.6282301653594692
2024-07-03 17:00:00,28.51454,20.175,14.8,15.075,18.75,1645.0490000000002,27.83033333333333,57.6155,4.430183333333333,159.11666666666667,911.6560983333331,272.2766666666667,0.0,27.997166666666665,27.657,58.1695,57.12733333333333,,0.5344655344655348,,,,0.6343111843616313
2024-07-03 18:00:00,19.51105,20.849995000000003,14.808335,15.0,18.758335,1766.4525,15.4305,93.0,3.6422666666666665,126.91438333333332,914.29143,1.4338166666666663,0.0,15.635666666666667,15.22,93.656,92.39466666666668,,0.5101566433566432,,,,0.6111439235783663
2024-07-03 19:00:00,14.432065,26.95,14.8,15.033335,18.825,1825.7445,14.409,97.70666666666666,3.085633333333333,126.74833333333332,914.3549666666668,0.0,0.0,14.551166666666669,14.257333333333332,97.84666666666666,97.55833333333334,,0.2654011988011988,,,,0.5002173370892848
2024-07-03 20:00:00,14.49907,30.016665,14.81667,15.066665,18.916665,1890.358,15.131333333333334,94.09666666666666,2.644433333333333,135.27366666666666,911.9402366666668,12.615666666666668,0.0,15.2715,14.982,94.28833333333334,93.88333333333334,,0.1408591408591409,,,,0.4162246361911665
2024-07-03 21:00:00,15.0497,30.116665,14.841665,15.1,19.05833,1902.985,15.411,93.11,1.00635,127.01516666666666,912.4521433333332,9.44945,0.0,15.551666666666668,15.2555,93.28,92.92666666666668,,0.1345322677322677,,,,0.41095614079846987
2024-07-03 22:00:00,14.546775,29.866665,14.841665,15.166665,19.016665,1902.985,15.207833333333332,92.12333333333332,1.29385,125.88833333333334,912.3540233333332,0.0,0.0,15.349,15.049166666666668,92.30166666666668,91.935,,0.1418583416583412,,,,0.41703808217842697
2024-07-03 23:00:00,14.45829,29.63333,14.84167,15.125,19.158335,1902.9875,15.178333333333336,89.385,0.7808666666666666,113.70398333333334,912.4328533333334,0.0,0.0,15.3215,15.029833333333332,89.57333333333332,89.19,,0.1528471528471526,,,,0.42570658837712855
2024-07-04 00:00:00,13.84714,29.416665,14.85,15.2,19.15833,1903.431,14.329166666666667,95.615,1.0727,163.1287,914.4026466666668,0.0,0.0,14.468,14.176333333333334,95.77333333333333,95.445,,0.158175224775225,5.028631385578549,6.034357662694259,1.2,0.4297586038695256
2024-07-04 01:00:00,14.42765,29.3,14.866665,15.225,19.225,1904.1955,14.916166666666667,94.03,2.1634,62.66065,916.1738683333332,0.0,0.0,15.056666666666668,14.763,94.195,93.84333333333332,,0.161172227772228,,,,0.432003921811698
2024-07-04 02:00:00,14.13955,29.183335,14.883335,15.2,19.175,1903.9215,14.381,94.22333333333331,1.637133333333333,292.67356666666666,916.38776,0.0,0.0,14.5245,14.2295,94.39166666666668,94.065,,0.1661670329670331,,,,0.43570121321665
2024-07-04 03:00:00,13.580005,29.09167,14.86667,15.208335,19.233335,1927.019,14.115,96.615,0.6964666666666666,265.4855,916.936515,0.0,0.0,14.264166666666666,13.961,96.75333333333332,96.46166666666666,,0.170162837162837,,,,0.4386260223101994
2024-07-04 04:00:00,13.6346,28.95833,14.908335,15.25,19.241665,1928.879,13.9265,97.24833333333332,1.3769333333333331,190.6433333333333,916.3191133333332,0.0,0.0,14.075833333333332,13.778833333333331,97.38833333333334,97.08166666666666,,0.1721612387612388,,,,0.44007993239325954
2024-07-04 05:00:00,13.738055,28.9,14.908335,15.225,19.333335,1928.202,14.182333333333332,96.11666666666666,1.1693166666666668,241.67166666666665,916.628755,0.0,0.0,14.323833333333331,14.032333333333334,96.27833333333334,95.94666666666669,,0.1754911088911091,,,,0.4424920109772999
2024-07-04 06:00:00,13.50903,28.875,14.916665,15.266665,19.283330000000003,1928.3395,14.125333333333334,96.32833333333332,1.8968833333333333,287.92833333333334,917.9630716666668,2.6843166666666667,0.0,14.267666666666663,13.971166666666669,96.46666666666668,96.16,,0.1744923076923075,,,,0.44176972854007057
2024-07-04 07:00:00,14.073815,28.775,14.93333,15.3,19.283335,1928.3705,14.7785,93.28166666666668,1.6216833333333334,291.3316666666667,918.652825,72.3225,0.0,14.924333333333331,14.622333333333334,93.445,93.09333333333332,,0.1764903096903097,,,,0.4432136634831746
2024-07-04 08:00:00,15.3582,28.708335,14.95,15.3,19.291665,1928.323,16.408,83.30516666666668,2.3693166666666667,314.5516666666666,918.84174,296.3568333333333,0.0,16.562333333333335,16.247333333333334,83.85133333333333,82.759,,0.1784881118881117,,,,0.4446541405277247
2024-07-04 09:00:00,18.341305,28.691665,14.95,15.283335,19.3,1924.801,18.204166666666666,66.98716666666667,3.2196,332.21500000000003,919.216975,493.6633333333333,0.0,18.349833333333333,18.04883333333333,67.96133333333333,65.95266666666666,,0.1798201798201799,,,,0.44561311546924615
2024-07-04 10:00:00,20.179165,28.59167,14.908335,15.30833,19.291665,1912.758,19.82733333333333,55.85566666666667,3.55825,329.6500833333333,919.186555,659.1883333333334,0.0,19.975,19.663,57.12983333333333,54.655,,0.1844821178821178,,,,0.44896324216667866
2024-07-04 11:00:00,22.015635,28.45833,14.883335,15.308335,19.225,1879.2645,21.67533333333333,49.901,3.692266666666667,323.89166666666665,919.0890683333332,792.425,0.0,21.817166666666665,21.52983333333333,51.2875,48.55466666666667,,0.1908091908091907,,,,0.4535073216852476
2024-07-04 12:00:00,23.203365,28.366665,14.883335,15.24167,19.341665000000003,1843.004,22.686666666666667,46.92433333333334,4.352916666666667,327.75166666666667,918.9728433333332,883.5,0.0,22.838833333333334,22.521833333333333,48.48583333333333,45.5665,,0.197136063936064,,,,0.45806818340241656
2024-07-04 13:00:00,24.16394,28.225,14.925,15.16667,19.291665,1810.006,23.301,46.28666666666666,4.194766666666667,332.15541666666667,918.7918633333334,924.2833333333332,0.0,23.45266666666667,23.132,47.66716666666667,44.87966666666667,,0.2041290709290709,,,,0.4631552620211491
2024-07-04 14:00:00,24.64852,28.108335,14.908335,15.125,19.241665,1795.4240000000002,24.182166666666667,42.14183333333334,3.9419,326.835,918.50682,904.205,0.0,24.336666666666662,24.013166666666667,43.69766666666667,40.839000000000006,,0.2111220779220778,,,,0.46831973799865206
2024-07-04 15:00:00,24.850265,27.98333,14.9,15.08333,19.18333,1777.9600000000005,25.021666666666665,38.03983333333333,4.1524,322.82,918.2359383333334,846.4916666666667,0.0,25.166166666666665,24.86116666666667,39.2905,36.841166666666666,,0.2181154845154847,,,,0.473593070519805
2024-07-04 16:00:00,25.12923,27.85,14.866665,15.008335,19.066665,1773.0039999999997,25.03333333333333,39.626,3.4398,323.7633333333333,917.95291,696.515,0.0,25.182,24.866333333333333,40.882666666666665,38.455333333333336,,0.2277722277722276,,,,0.4811146607353734
2024-07-04 17:00:00,25.227645,27.75,14.825,14.94167,19.041665,1773.9685000000002,25.129,37.30116666666667,3.6836166666666665,317.7976,917.538345,593.6983333333334,0.0,25.27766666666667,24.969833333333334,38.58283333333333,36.1605,,0.2360971028971027,,,,0.48788851004968187
2024-07-04 18:00:00,25.48458,27.7,14.808335,14.94167,18.925,1774.121,24.8195,36.972166666666666,3.7807666666666666,313.68958333333336,917.3253233333332,418.81666666666666,0.0,24.9575,24.677666666666667,37.95333333333333,36.01199999999999,,0.2387610389610394,,,,0.49012451948666635
2024-07-04 19:00:00,24.3393,27.675,14.825,14.891665,18.983335,1774.168,23.973333333333336,39.768166666666666,3.221033333333333,326.6341,917.7282866666668,236.88,0.0,24.106,23.82,40.479,39.03316666666667,,0.2410923076923081,,,,0.4921118052405907
2024-07-04 20:00:00,21.58061,27.616665,14.833335,14.90833,18.95,1774.316,22.18616666666667,45.7775,1.5343833333333334,275.92275,918.0305816666666,76.05666666666666,0.0,22.328,22.03333333333333,46.286,45.147666666666666,,0.2424243756243757,,,,0.4932608049287028
2024-07-04 21:00:00,17.627145000000002,27.6,14.858335,14.908335,19.033335,1774.8745,17.634166666666665,65.377,0.8705833333333334,59.30946666666667,918.22217,0.952,0.0,17.78083333333333,17.464333333333336,65.72200000000001,64.99133333333333,,0.242091108891109,,,,0.4929723942773333
2024-07-04 22:00:00,14.838629999999998,27.591665000000003,14.83333,14.908335,19.083335,1777.28,13.143833333333331,87.78999999999999,1.5820833333333333,194.19166666666663,918.8714683333332,0.0,0.0,13.2875,12.996833333333337,87.98,87.58500000000001,,0.2434233766233766,,,,0.4941291985250541
2024-07-04 23:00:00,12.18135,27.566665,14.816665,14.941665,18.933335,1783.4685000000002,11.984333333333332,91.64833333333333,1.6457333333333333,192.73666666666668,919.5274916666666,0.0,0.0,12.1235,11.824666666666667,91.82333333333332,91.44833333333332,,0.2437564435564435,,,,0.4944200231786939
2024-07-05 00:00:00,11.789605,27.541665,14.85,14.916665,18.983335,1789.3715,11.947666666666668,90.06333333333333,1.5564666666666669,190.405,920.015785,0.0,0.0,12.081666666666669,11.791,90.25333333333332,89.86,,0.2444223776223778,4.584398515423915,5.501278218508698,1.2,0.4950034829499243
2024-07-05 01:00:00,11.257565,27.5,14.858335,14.966665,18.866665,1791.2235,12.871,84.1095,0.3553,108.98833333333332,920.311205,0.0,0.0,13.0135,12.707166666666666,84.39966666666666,83.78516666666665,,0.2437562437562435,,,,0.49441984852144294
2024-07-05 02:00:00,11.156625,27.5,14.866665,14.9,18.866665,1791.4555,12.557833333333331,85.21066666666667,0.6890999999999999,161.30833333333334,920.5709916666668,0.0,0.0,12.709,12.385333333333334,85.53416666666666,84.883,,0.2460873126873126,,,,0.4964740540056596
2024-07-05 03:00:00,11.286215,27.5,14.88333,14.941665,18.875,1797.2065,11.981,87.559,1.3199333333333334,206.54,920.6167283333332,0.0,0.0,12.117833333333332,11.824166666666668,87.8005,87.3105,,0.2437564435564435,,,,0.4944200231786939
