plot,crop,irrigation,et_avg,swsi,cwsi
5006,corn,0.6995198626018566,4.114130108395085,0.5057441558441561,0.8200598420851258
5010,corn,0.42314741481808116,4.114130108395085,0.3606393606393605,0.1810547402026514
5023,corn,0.5515848423357187,5.141954867106163,0.2362638361638363,1.0
2006,soybean,0.8429754418378788,3.9427080205452896,0.9125874325674326,1.0
2015,soybean,0.7027034811458635,3.9427080205452896,0.5564435564435564,0.8283821179931267
2023,soybean,0.5873075338974928,3.9427080205452896,0.3126874125874127,1.0
