TIMESTAMP,TDR5026A20624,TDR5026A21824,Ta_2m_Avg,RH_2m_Avg,WndAveSpd_3m,WndAveDir_3m,PresAvg_1pnt5m,Solar_2m_Avg,Rain_1m_Tot,TaMax_2m,TaMin_2m,RHMax_2m,RHMin_2m,swsi,eto,etc,kc
2024-07-15 08:00:00,24.06,19.47,25.15233333333333,51.64816666666666,1.7344333333333333,244.1,912.6063583333332,167.08666666666667,0.0,25.299166666666668,24.991,52.10966666666666,51.17733333333333,0.0,,,
2024-07-15 09:00:00,24.016665,19.5,27.7985,47.19266666666667,0.99305,264.8162,912.84696,446.56666666666666,0.0,27.95383333333333,27.639333333333333,48.1205,46.25233333333333,0.0,,,
2024-07-15 10:00:00,23.941665,19.483335,30.43,40.4335,1.5431,294.3583333333333,912.8874566666668,610.4533333333333,0.0,30.5795,30.262833333333333,41.274,39.6615,0.0,,,
2024-07-15 11:00:00,23.883335,19.5,31.944333333333336,39.64433333333333,3.4964166666666667,84.02585,913.3036983333332,742.4116666666666,0.0,32.10016666666667,31.7775,40.66566666666667,38.59983333333333,0.0,,,
2024-07-15 12:00:00,23.791665,19.408335,32.808166666666665,34.55133333333333,4.6892,43.52583333333334,913.4010116666668,810.92,0.0,32.9675,32.637166666666666,35.396,33.661833333333334,0.0,,,
2024-07-15 13:00:00,23.675,19.366665,32.35066666666667,37.28616666666667,4.464083333333334,36.64066666666667,913.61544,640.9333333333333,0.0,32.50783333333333,32.189,38.056333333333335,36.52216666666666,0.0,,,
2024-07-15 14:00:00,23.575000000000003,19.325000000000003,32.5425,34.23866666666667,4.056883333333333,48.2905,913.8754816666666,600.4933333333333,0.0,32.696,32.38166666666667,35.03416666666667,33.525333333333336,0.0,,,
2024-07-15 15:00:00,23.5,19.258335,32.221,34.0835,2.682816666666666,56.48566666666667,913.7563933333332,531.0216666666666,0.0,32.388333333333335,32.0415,34.8465,33.33566666666667,0.0,,,
2024-07-15 16:00:00,23.466665,19.225,33.48866666666667,32.544666666666664,2.29335,64.81216666666667,913.2149316666668,654.8116666666666,0.0,33.654666666666664,33.31433333333333,33.464,31.786166666666663,0.0,,,
2024-07-15 17:00:00,23.391665,19.183335,33.42033333333333,31.62333333333333,2.03575,69.81716666666667,912.8655083333334,501.625,0.0,33.5705,33.254333333333335,32.434333333333335,30.851333333333333,0.0,,,
2024-07-15 18:00:00,23.316665,19.14167,32.70616666666667,34.502833333333335,1.3620166666666669,71.24966666666666,912.4799916666668,318.5816666666667,0.0,32.869,32.53333333333333,35.225166666666674,33.8975,0.0,,,
2024-07-15 19:00:00,23.28333,19.108335,31.657666666666668,34.87283333333333,0.7172666666666667,108.90316666666666,912.4314966666666,146.86,0.0,31.800833333333333,31.506166666666665,35.28883333333333,34.51,0.0,,,
2024-07-15 20:00:00,23.291665,19.1,28.953666666666667,43.92666666666666,0.4117833333333333,97.535,912.8381733333332,32.34845,0.0,29.091666666666665,28.799666666666667,44.51983333333333,43.37083333333333,0.0,,,
2024-07-15 21:00:00,23.26666,19.075000000000003,24.362666666666662,60.181,0.6672333333333333,115.16,913.4713433333332,0.3929,0.0,24.523666666666667,24.19383333333333,60.6705,59.751666666666665,0.0,,,
2024-07-15 22:00:00,23.28333,19.066665,22.962333333333333,70.43900000000001,3.6125666666666665,283.25478333333336,915.3711383333334,0.0,0.0,23.125666666666667,22.8,70.96000000000001,69.96533333333333,0.0,,,
2024-07-15 23:00:00,23.275,19.1,23.602500000000003,62.7185,4.389799999999999,80.71836666666667,914.8455633333334,0.0,0.0,23.749,23.4475,63.0395,62.386,0.0,,,
2024-07-16 00:00:00,23.291665,19.125,23.937666666666665,58.3905,1.1737,205.43066666666667,913.9268816666666,0.0,0.0,24.0885,23.7785,58.700500000000005,58.11133333333333,0.0,5.273541323016029,6.328249587619235,1.2
2024-07-16 01:00:00,23.28333,19.066665,23.538166666666665,57.9265,3.03065,312.27666666666664,915.9417983333332,0.0,0.0,23.689,23.3845,58.184333333333335,57.66983333333334,0.0,,,
