TIMESTAMP,IRT5010C1xx24,TDR5010C10624,TDR5010C11824,TDR5010C13024,DEN5010C1xx24,Ta_2m_Avg,RH_2m_Avg,WndAveSpd_3m,WndAveDir_3m,PresAvg_1pnt5m,Solar_2m_Avg,Rain_1m_Tot,TaMax_2m,TaMin_2m,RHMax_2m,RHMin_2m,cwsi,swsi,eto,etc,kc
2024-07-16 08:00:00,,,,,322.3147,21.100666666666665,86.01833333333335,1.1824,312.325,915.6409783333334,262.51666666666665,0.0,21.2485,20.950666666666667,86.55,85.502,,,,,
2024-07-16 09:00:00,,,,,419.2334,22.826666666666664,77.30199999999999,1.3425,297.865,915.9704933333334,419.6666666666667,0.0,22.97233333333333,22.664166666666667,78.09333333333333,76.539,,,,,
2024-07-16 10:00:00,,,,,,24.834333333333333,70.13266666666667,1.4653333333333334,277.0328333333334,916.167125,593.6216666666667,0.0,24.98166666666667,24.67633333333333,70.99383333333334,69.37266666666666,,,,,
2024-07-16 11:00:00,,,,,,26.9995,62.31433333333334,1.3273166666666667,287.97333333333336,915.9939466666668,726.9233333333334,0.0,27.152833333333334,26.8315,63.06183333333333,61.60583333333333,,,,,
2024-07-16 12:00:00,,,,,,29.1665,53.23316666666666,1.8881,230.6,915.89625,824.7033333333333,0.0,29.323666666666668,28.9965,54.04533333333333,52.48966666666667,,,,,
2024-07-16 13:00:00,27.36431,22.32,18.5,13.97,2750.8555,31.0415,45.561,1.6728166666666666,253.3673333333333,915.595365,856.475,0.0,31.213,30.8575,46.447,44.61466666666667,0.235767003354994,0.345054945054945,,,
2024-07-16 14:00:00,27.81795,22.291665,18.5,13.983335,2742.5085,31.907333333333334,41.36516666666667,1.707,198.27791666666664,915.2775533333332,874.7833333333333,0.0,32.07233333333333,31.732333333333333,42.59583333333333,40.337833333333336,0.3637903858499815,0.3456543456543458,,,
2024-07-16 15:00:00,27.661615,22.2,18.491665,13.975,2716.937,32.194,39.52216666666666,1.8047,85.12506666666667,914.9160183333332,803.45,0.0,32.358333333333334,32.02,40.71216666666667,38.50566666666667,0.7459709638902486,0.349983416583417,,,
2024-07-16 16:00:00,27.68806,22.166665,18.491665,13.925,2697.2475000000004,32.444,36.62883333333333,1.5710666666666666,82.70041666666665,914.7791533333332,694.1800000000001,0.0,32.601,32.2715,37.4935,35.900333333333336,0.8596554611108163,0.3533134865134867,,,
2024-07-16 17:00:00,27.27763,22.1,18.5,13.9,2682.945,32.54683333333333,36.814,1.6275166666666665,83.86200000000001,914.2600266666668,549.1466666666668,0.0,32.708666666666666,32.38466666666667,37.70966666666666,36.09016666666666,1.7465790786582616,0.3566433566433566,,,
